,average_rating,num_pages,ratings_count,text_reviews_count,written_books,followers,quotes,discussions,questions,belongs_to_series,main_author,number_of_collaborators,merged_languages,publication_year,main_publisher
6204,3.81,280,1045,26,508.0,1793.0,0.0,0.0,0.0,1,Alan Dean Foster,1,eng,2006.0,Del Rey Books
6205,3.68,256,722,65,508.0,1793.0,0.0,1.0,0.0,0,Alan Dean Foster,1,eng,2005.0,Del Rey Books
6206,3.87,352,1366,33,508.0,1793.0,2.0,0.0,0.0,1,Alan Dean Foster,1,eng,2002.0,Del Rey
6207,3.4,336,2,0,508.0,1793.0,0.0,1.0,0.0,0,Alan Dean Foster,1,eng,1998.0,Severn House Publishers
6208,4.2,144,3208,306,52.0,331.0,0.0,1.0,0.0,0,Kate Klise,2,eng,1999.0,HarperCollins
6209,4.23,16,58,10,3053.0,27.0,0.0,0.0,0.0,0,Pimsleur Language Programs,1,eng,2010.0,Pimsleur
6210,3.86,280,7101,540,143.0,13500.0,75.0,4.0,4.0,0,Alain de Botton,1,eng,2006.0,Pantheon Books
6211,4.01,265,13499,812,143.0,13500.0,104.0,0.0,3.0,0,Alain de Botton,1,eng,2001.0,Vintage
6212,3.76,208,10270,877,143.0,13500.0,151.0,2.0,3.0,0,Alain de Botton,1,eng,1998.0,Vintage
6213,3.56,258,828,46,143.0,13500.0,4.0,0.0,0.0,0,Alain de Botton,1,eng,1997.0,Picador
6214,4.01,272,763,70,143.0,13500.0,104.0,0.0,3.0,0,Alain de Botton,1,eng,2001.0,Penguin
6215,3.91,306,7957,535,143.0,13500.0,143.0,3.0,2.0,0,Alain de Botton,1,eng,2005.0,Vintage
6216,3.98,194,11297,853,143.0,13500.0,191.0,5.0,5.0,0,Alain de Botton,1,eng,2006.0,Grove Press
6217,3.74,336,2141,303,23.0,3967.0,3.0,1.0,1.0,0,James   McBride,1,eng,2003.0,Riverhead Books
6218,4.09,317,38,1,23.0,3972.0,63.0,30.0,9.0,0,James   McBride,1,non-eng,2001.0,Droemer Knaur
6219,4.12,361,424,20,603.0,5361.0,20.0,5.0,3.0,1,Margaret Weis,2,eng,2003.0,Wizards of the Coast
6220,4.12,358,35536,401,603.0,5361.0,20.0,5.0,3.0,1,Margaret Weis,2,eng,2007.0,Devil's Due Publishing
6221,3.54,336,170,11,48.0,88.0,1.0,0.0,0.0,0,Elizabeth A. Lynn,1,eng,2005.0,Ace
6222,3.57,224,646,35,48.0,88.0,0.0,0.0,0.0,1,Elizabeth A. Lynn,1,eng,2004.0,iBooks
6223,4.02,240,543,50,24.0,145.0,7.0,0.0,0.0,0,Anna Deavere Smith,1,eng,2006.0,Anchor
6224,3.69,289,424,53,34.0,3.0,0.0,0.0,0.0,0,Jessica Porter,2,eng,2004.0,Avery Publishing Group
6225,3.63,110,35,5,106.0,3264.0,2.0,116.0,26.0,0,Sandra Cisneros,2,non-eng,1994.0,Turtleback Books
6226,4.35,258,14,2,1470.0,1470.0,0.0,2.0,0.0,0,Harold Bloom,15,eng,2002.0,Chelsea House Publications
6227,3.92,187,2055,172,337.0,10200.0,250.0,8.0,3.0,0,Jack Kerouac,2,eng,2007.0,Penguin Classics
6228,3.25,346,3565,451,19.0,203.0,1.0,1.0,0.0,0,Katharine McMahon,1,eng,2006.0,Broadway Books
6229,4.44,96,266,8,423.0,2554.0,0.0,0.0,0.0,0,Hiromu Arakawa,3,eng,2006.0,VIZ Media LLC
6230,4.59,192,7655,129,423.0,2554.0,1.0,0.0,0.0,1,Hiromu Arakawa,2,eng,2007.0,VIZ Media LLC
6231,3.99,2,128,4,59.0,16.0,0.0,0.0,0.0,0,Eric Chaisson,2,eng,2004.0,Prentice Hall
6232,3.84,318,285,27,14.0,8.0,0.0,0.0,0.0,0,Stephen P. Maran,1,eng,2005.0,Wiley Publishing Inc.
6233,3.89,343,113,10,25.0,4.0,0.0,0.0,0.0,0,Dinah L. Moché,1,eng,2004.0,John Wiley & Sons
6234,3.88,499,159,8,59.0,16.0,0.0,0.0,0.0,0,Eric Chaisson,2,eng,2006.0,Benjamin Cummings
6235,4.04,277,5247,234,8.0,265.0,4.0,0.0,0.0,0,Philip Plait,1,eng,2002.0,Wiley
6236,4.24,256,1598,46,21.0,25.0,0.0,1.0,5.0,0,Richard Buxton,1,eng,2004.0,Thames & Hudson
6237,4.0,330,1747,192,64.0,501.0,81.0,14.0,9.0,0,Edith Hamilton,1,eng,1999.0,Warner
6238,4.0,497,35634,1552,64.0,501.0,81.0,14.0,9.0,0,Edith Hamilton,2,eng,1998.0,Little Brown and Company
6239,4.33,320,1994,37,1341.0,414.0,0.0,0.0,0.0,0,Alex Ross,3,eng,2005.0,Pantheon
6240,4.11,365,1107,33,26.0,18.0,31.0,0.0,0.0,0,John Lindow,1,eng,2002.0,Oxford University Press USA
6241,4.12,272,249,44,24.0,2.0,3.0,0.0,0.0,0,William F. Russell,1,eng,1992.0,Broadway Books
6242,3.7,296,582,43,11.0,21.0,0.0,0.0,0.0,0,Peter M. Robinson,1,eng,2005.0,Nicholas Brealey
6243,4.02,184,39,6,80.0,208.0,0.0,0.0,0.0,0,Hannah Hurnard,1,eng,1998.0,B&H Publishing Group
6244,4.02,227,1827,116,9.0,1114.0,17.0,1.0,1.0,0,Jon   Stewart,2,eng,2006.0,Warner Books
6245,4.19,112,95,13,128.0,178.0,0.0,0.0,0.0,0,William J. Bennett,2,eng,1998.0,Simon & Schuster
6246,3.96,140,1132,181,254.0,1080.0,2.0,7.0,1.0,0,Walter Dean Myers,1,eng,1999.0,Scholastic Inc.
6247,5.0,56,2,1,50.0,3.0,0.0,0.0,0.0,0,Todd Davis,2,eng,2002.0,Courage Books
6248,4.2,512,416,30,97.0,367.0,1.0,0.0,0.0,0,Roger Ebert,2,eng,2006.0,University of Chicago Press
6249,3.87,228,82,9,97.0,367.0,5.0,0.0,0.0,0,Roger Ebert,2,eng,2005.0,Andrews McMeel Publishing
6250,4.26,123,40,6,26.0,0.0,0.0,0.0,0.0,0,Roger Ebert,3,eng,1986.0,Andrews McMeel Publishing
6251,3.86,386,7469,201,17.0,642.0,0.0,0.0,0.0,0,Al Franken,1,eng,2006.0,Plume Books
6252,3.81,421,25235,723,17.0,642.0,1.0,2.0,1.0,0,Al Franken,1,eng,2004.0,Plume Books
6253,3.37,96,56,11,25.0,15.0,0.0,0.0,0.0,0,Jacob Weisberg,2,eng,2003.0,Fireside
6254,3.89,0,18,0,17.0,642.0,1.0,0.0,0.0,0,Al Franken,1,eng,1992.0,Random House Audio Publishing Group
6255,3.82,352,359,35,17.0,642.0,1.0,0.0,0.0,0,Al Franken,3,eng,1992.0,Dell
6256,4.14,224,8140,32,26.0,44.0,0.0,0.0,1.0,0,Wayne G. Hammond,3,eng,2000.0,Mariner Books
6257,4.64,2264,45,0,22.0,14.0,0.0,0.0,0.0,0,Christina Scull,2,eng,2006.0,Houghton Mifflin Harcourt
6258,3.97,313,2681,225,522.0,68600.0,57.0,23.0,8.0,0,J.R.R. Tolkien,3,eng,2007.0,Houghton Mifflin Harcourt
6259,3.93,528,1130,42,75.0,44.0,0.0,0.0,0.0,0,Douglas A. Anderson,21,eng,2005.0,Del Rey
6260,4.51,1002,40,2,22.0,14.0,0.0,0.0,0.0,0,Christina Scull,2,eng,2006.0,Houghton Mifflin Harcourt
6261,4.01,496,2572,41,522.0,68600.0,0.0,3.0,3.0,1,J.R.R. Tolkien,2,eng,1992.0,Houghton Mifflin Harcourt
6262,4.46,1262,31,2,22.0,14.0,0.0,0.0,0.0,0,Wayne G. Hammond,2,eng,2006.0,Houghton Mifflin Harcourt
6263,4.08,178,3242,162,522.0,68600.0,18.0,0.0,0.0,0,J.R.R. Tolkien,1,eng,2002.0,HarperCollins Publishers
6264,4.05,256,467,31,133.0,235.0,1.0,0.0,0.0,0,Joseph Pearce,1,eng,2001.0,Ignatius Press
6265,3.87,116,8775,413,522.0,68600.0,13.0,9.0,2.0,0,J.R.R. Tolkien,3,eng,2002.0,HarperCollins Publishers
6266,4.25,484,51,3,522.0,68600.0,0.0,2.0,1.0,1,J.R.R. Tolkien,2,eng,2002.0,HarperCollins
6267,3.97,455,97,10,522.0,68600.0,3.0,0.0,0.0,1,J.R.R. Tolkien,2,eng,2002.0,HarperCollins
6268,3.62,264,16,2,38.0,5.0,0.0,0.0,0.0,0,Jane Chance,2,eng,2005.0,Palgrave Macmillan
6269,4.02,304,2067,17,8.0,1.0,0.0,0.0,0.0,0,Rose A. Zimbardo,2,eng,2005.0,Mariner Books
6270,3.54,217,89,2,522.0,68600.0,0.0,0.0,0.0,0,J.R.R. Tolkien,2,non-eng,2003.0,Pocket
6271,4.27,289,559,55,522.0,68600.0,788.0,801.0,115.0,0,J.R.R. Tolkien,2,eng,1997.0,Houghton Mifflin Company
6272,4.14,182,863,33,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2006.0,Viz Media
6273,4.15,304,29058,309,1652.0,1856.0,0.0,5.0,2.0,1,Rumiko Takahashi,1,eng,2003.0,VIZ Media LLC
6274,4.1,208,752,13,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2006.0,VIZ Media LLC
6275,4.08,182,782,13,1652.0,1856.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2006.0,Viz Media
6276,4.13,184,1392,39,1652.0,1856.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2004.0,Viz Media
6277,4.05,208,92,3,1652.0,1856.0,0.0,0.0,0.0,0,Rumiko Takahashi,1,eng,2004.0,VIZ Media LLC
6278,3.77,288,1859,231,14.0,208.0,2.0,2.0,0.0,0,Lisa Carey,1,eng,2001.0,William Morrow Paperbacks
6279,4.36,208,257,11,1652.0,1856.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2006.0,VIZ Media LLC
6280,4.3,240,245,6,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2005.0,VIZ Media LLC
6281,4.27,323,250,3,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2005.0,VIZ Media LLC
6282,4.22,208,300,5,1652.0,1856.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2004.0,Viz Media
6283,4.19,208,291,4,1652.0,1856.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2004.0,Viz Media
6284,4.28,232,252,4,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2005.0,VIZ Media LLC
6285,4.19,232,272,4,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,2005.0,VIZ Media LLC
6286,3.88,192,69,1,1652.0,1857.0,0.0,0.0,0.0,1,Rumiko Takahashi,1,eng,1997.0,Viz Media
6287,4.59,134,1956,38,353.0,2734.0,0.0,0.0,0.0,1,Hayao Miyazaki,7,eng,2004.0,VIZ Media
6288,4.62,159,1776,33,353.0,2734.0,0.0,0.0,0.0,1,Hayao Miyazaki,6,eng,2004.0,VIZ Media
6289,4.61,151,1904,28,353.0,2734.0,0.0,0.0,0.0,1,Hayao Miyazaki,6,eng,2004.0,VIZ Media
6290,4.61,223,1716,79,330.0,2734.0,1.0,0.0,0.0,1,Hayao Miyazaki,6,eng,2004.0,VIZ Media
6291,4.59,144,29,2,330.0,2734.0,0.0,0.0,0.0,0,Hayao Miyazaki,1,non-eng,2001.0,Glénat
6292,4.56,144,32,3,353.0,2734.0,0.0,0.0,0.0,0,Hayao Miyazaki,1,non-eng,2001.0,Glénat
6293,3.81,283,416,34,447.0,1535.0,12.0,0.0,1.0,0,Robert Graves,1,eng,2005.0,Academy Chicago Publishers
6294,4.65,612,15640,512,2060.0,30500.0,5.0,4.0,2.0,0,Neil Gaiman,15,eng,2006.0,Vertigo
6295,4.24,233,171841,3781,2061.0,30500.0,32.0,50.0,13.0,1,Neil Gaiman,6,eng,1998.0,Vertigo
6296,4.29,627,3574,198,147.0,797.0,63.0,0.0,1.0,0,William L. Shirer,2,eng,2002.0,Johns Hopkins University Press
6297,4.24,478,155,5,147.0,796.0,1.0,0.0,0.0,0,William L. Shirer,3,eng,2002.0,Overlook TP
6298,4.24,654,844,41,147.0,796.0,6.0,0.0,2.0,1,William L. Shirer,1,eng,2008.0,Birlinn
6299,4.21,1082,531,40,147.0,796.0,0.0,0.0,0.0,0,William L. Shirer,1,eng,1994.0,Da Capo Press
6300,3.85,322,24522,4032,57.0,22100.0,87.0,22.0,11.0,1,Emily Giffin,1,eng,2005.0,St. Martin's Griffin
6301,3.94,394,17,1,62.0,53.0,0.0,0.0,0.0,0,Elaine Barbieri,4,eng,2000.0,Leisure Books
6302,4.18,406,102,16,4400.0,8396.0,2.0,0.0,1.0,0,Anton Chekhov,4,eng,2006.0,Signet
6303,4.47,1060,222,12,4400.0,8396.0,1.0,1.0,0.0,0,Anton Chekhov,2,eng,2006.0,W. W. Norton & Company
6304,4.01,674,97,10,4401.0,8396.0,0.0,0.0,0.0,0,Anton Chekhov,2,eng,2004.0,W. W. Norton & Company
6305,4.35,384,2633,105,4401.0,8396.0,10.0,0.0,0.0,0,Anton Chekhov,2,eng,1979.0,W. W. Norton & Company
6306,4.33,400,6988,173,4400.0,8396.0,40.0,2.0,3.0,0,Anton Chekhov,3,eng,2003.0,Barnes Noble Classics
6307,4.25,1011,1991,65,108.0,70.0,0.0,0.0,1.0,0,David G. Hartwell,7,eng,1997.0,Tor Books
6308,3.88,498,49,6,108.0,70.0,0.0,0.0,0.0,0,David G. Hartwell,21,eng,1991.0,Tor Books
6309,4.18,608,31,5,108.0,70.0,0.0,0.0,0.0,0,David G. Hartwell,18,eng,1992.0,Tor Books
6310,4.12,304,2,0,108.0,70.0,0.0,0.0,0.0,0,David G. Hartwell,1,eng,1990.0,Grafton
6311,3.95,320,4560,85,15.0,69.0,12.0,2.0,0.0,0,G. Richard Shell,1,eng,2006.0,Penguin Books
6312,3.95,304,37,1,15.0,69.0,12.0,2.0,0.0,0,G. Richard Shell,1,eng,2000.0,Penguin Books
6313,4.48,534,293,9,36.0,7056.0,0.0,0.0,0.0,0,Thomas  Harris,1,eng,1991.0,Peerage Books
6314,4.27,96,510,14,16.0,5.0,0.0,0.0,0.0,0,Yvonne Tasker,1,eng,2002.0,British Film Institute
6315,3.8,264,34623,1168,1783.0,1003.0,58.0,17.0,6.0,1,H. Rider Haggard,1,eng,2002.0,Modern Library
6316,4.09,48,117,24,149.0,42.0,0.0,0.0,0.0,0,Ruth Heller,1,eng,1999.0,Puffin Books
6317,3.91,80,50,19,82.0,3.0,0.0,0.0,0.0,0,Laura Buller,2,eng,2005.0,DK Children
6318,4.13,726,145,31,156.0,1361.0,19.0,12.0,5.0,1,Robert R. McCammon,1,eng,2002.0,River City Publishing
6319,4.17,608,143,28,22.0,4.0,0.0,0.0,0.0,0,Tom D. Crouch,1,eng,2003.0,W. W. Norton Company
6320,3.93,272,47,13,3.0,1.0,0.0,0.0,0.0,0,Paul Glovinsky,2,eng,2006.0,TarcherPerigee
6321,4.05,182,2,1,5.0,0.0,0.0,0.0,0.0,0,Michael L. Perlis,3,eng,2005.0,Springer
6322,3.6,175,8,1,3.0,2.0,0.0,0.0,0.0,0,Peter  Van Houten,2,eng,2005.0,Crystal Clarity Publishers
6323,3.62,324,386,34,103.0,666.0,0.0,0.0,1.0,0,Douglas Clegg,1,eng,2006.0,Leisure Books
6324,3.36,340,971,101,103.0,666.0,1.0,0.0,1.0,1,Douglas Clegg,1,eng,2004.0,Leisure Books
6325,3.45,370,229,23,103.0,666.0,0.0,0.0,0.0,1,Douglas Clegg,1,eng,2005.0,Leisure Books
6326,3.75,360,409,32,103.0,666.0,11.0,1.0,0.0,0,Douglas Clegg,1,eng,1999.0,Leisure Books
6327,3.49,359,385,29,103.0,666.0,0.0,0.0,0.0,1,Douglas Clegg,1,eng,2000.0,Leisure Books
6328,3.79,118,99,12,103.0,666.0,4.0,0.0,0.0,1,Douglas Clegg,1,eng,2000.0,Cemetery Dance Publications
6329,3.76,370,1034,78,103.0,666.0,2.0,1.0,0.0,0,Douglas Clegg,1,eng,2003.0,Leisure Books
6330,3.36,360,583,71,103.0,666.0,13.0,2.0,0.0,0,Douglas Clegg,1,eng,1998.0,Leisure Books
6331,3.97,611,8132,589,15.0,192.0,8.0,6.0,2.0,0,Mary S. Lovell,1,eng,2003.0,W.W. Norton & Company
6332,3.81,213,429,71,53.0,809.0,44.0,0.0,0.0,0,Javier Cercas,2,eng,2005.0,Bloomsbury USA
6333,4.13,463,6,2,55.0,90.0,1.0,0.0,0.0,0,Albert Speer,1,eng,1976.0,Macmillan Publ. Co.
6334,3.75,104,19205,711,761.0,34900.0,52.0,4.0,3.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza & Janés
6335,3.98,160,35045,1116,761.0,34900.0,137.0,5.0,2.0,0,Gabriel García Márquez,1,eng,1995.0,Penguin Group (USA)
6336,3.85,336,1444,80,761.0,34900.0,14.0,4.0,1.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janes
6337,3.97,120,69912,2789,761.0,34900.0,124.0,123.0,7.0,0,Gabriel García Márquez,2,eng,2003.0,Vintage
6338,3.74,192,3303,116,761.0,34900.0,6.0,0.0,0.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janes
6339,3.68,248,11939,389,761.0,34900.0,123.0,5.0,5.0,0,Gabriel García Márquez,2,eng,2004.0,Everyman's Library
6340,3.9,160,21,1,761.0,34900.0,16.0,2.0,1.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janés
6341,3.85,255,12336,492,761.0,34900.0,55.0,9.0,7.0,0,Gabriel García Márquez,2,eng,2006.0,Harper Perennial Modern Classics
6342,4.07,512,52,7,761.0,34900.0,822.0,173.0,90.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janes
6343,3.91,430,54,1,761.0,34900.0,843.0,108.0,32.0,0,Gabriel García Márquez,1,non-eng,1985.0,Círculo de Lectores
6344,3.78,172,2095,121,761.0,34900.0,3.0,2.0,4.0,0,Gabriel García Márquez,1,non-eng,2006.0,Plaza y Janes
6345,3.78,134,43,2,14.0,0.0,3.0,2.0,4.0,0,Gabriel García Márquez,2,non-eng,1995.0,Record
6346,4.24,1072,7738,48,1036.0,2883.0,28.0,0.0,0.0,0,William Blake,2,eng,1977.0,Penguin Classics
6347,4.24,48,7163,245,1037.0,2883.0,57.0,2.0,1.0,0,William Blake,1,eng,1994.0,Dover Publications
6348,4.06,632,79,10,32.0,3.0,0.0,1.0,0.0,0,G.E. Bentley Jr.,1,eng,2003.0,Paul Mellon Centre BA
6349,4.38,821,183869,1226,8973.0,24400.0,98.0,19.0,10.0,0,Edgar Allan Poe,1,eng,1984.0,Doubleday & Company Inc.
6350,4.38,864,1864,110,8973.0,24400.0,4.0,0.0,1.0,0,Edgar Allan Poe,1,eng,2009.0,Castle Books
6351,4.39,5,289,64,8973.0,24400.0,26.0,4.0,0.0,0,Edgar Allan Poe,1,eng,2000.0,Harper Audio
6352,4.02,288,412,37,8967.0,24400.0,1.0,0.0,0.0,0,Edgar Allan Poe,3,eng,1965.0,Dell
6353,4.17,128,198,11,8966.0,24400.0,50.0,5.0,0.0,0,Edgar Allan Poe,1,eng,2001.0,Gramercy
6354,4.33,320,8,0,28.0,2.0,0.0,0.0,0.0,0,Dawn B. Sova,1,eng,2001.0,Checkmark Books
6355,4.13,656,804,21,337.0,10200.0,2.0,0.0,0.0,0,Jack Kerouac,2,eng,1996.0,Penguin (Non-Classics)
6356,3.6,193,2977,124,320.0,5826.0,3.0,3.0,0.0,0,William S. Burroughs,1,eng,1994.0,Grove Press
6357,3.67,192,2541,70,320.0,5826.0,6.0,3.0,0.0,1,William S. Burroughs,1,eng,1994.0,Grove Press
6358,3.98,273,490,20,320.0,5826.0,15.0,0.0,0.0,0,William S. Burroughs,2,eng,2001.0,Grove Press
6359,3.35,184,5892,204,320.0,5826.0,1.0,0.0,1.0,1,William S. Burroughs,1,eng,1994.0,Grove Press
6360,3.83,208,47105,1052,320.0,5826.0,37.0,4.0,3.0,0,William S. Burroughs,3,eng,2003.0,Penguin
6361,3.59,160,9811,279,320.0,5826.0,38.0,1.0,0.0,0,William S. Burroughs,1,eng,1998.0,Penguin Books
6362,3.77,332,3893,196,320.0,5826.0,5.0,2.0,0.0,0,William S. Burroughs,1,eng,2001.0,Picador
6363,4.26,140,1290,17,50.0,103.0,0.0,0.0,0.0,0,V. Vale,5,eng,2008.0,Re
6364,4.36,675,124,5,320.0,5826.0,0.0,0.0,0.0,0,William S. Burroughs,2,eng,2001.0,Semiotext(e)
6365,3.7,193,1055,47,320.0,5826.0,11.0,0.0,0.0,0,William S. Burroughs,1,eng,1996.0,Penguin Books
6366,4.09,340,533,45,133.0,6575.0,171.0,12.0,4.0,1,Irvine Welsh,1,eng,2002.0,W. W. Norton Company
6367,4.03,96,75,5,45.0,7.0,0.0,0.0,0.0,0,Murray Smith,1,eng,2002.0,British Film Institute
6368,4.09,344,59077,857,133.0,6575.0,171.0,12.0,4.0,0,Irvine Welsh,2,non-eng,1998.0,Seuil
6369,3.86,288,8726,267,133.0,6575.0,4.0,2.0,0.0,0,Irvine Welsh,1,eng,1997.0,W. W. Norton Company
6370,3.51,76,227,5,133.0,6575.0,0.0,0.0,0.0,0,Irvine Welsh,1,eng,1998.0,Bloomsbury Methuen Drama
6371,3.55,358,12,2,133.0,6575.0,15.0,2.0,0.0,0,Irvine Welsh,2,non-eng,2000.0,Points
6372,3.73,393,21997,643,133.0,6575.0,32.0,4.0,5.0,0,Irvine Welsh,1,eng,1998.0,W. W. Norton Company
6373,3.83,304,8655,1203,14.0,292.0,10.0,4.0,0.0,0,Louann Brizendine,1,eng,2006.0,Morgan Road Books
6374,3.54,144,200,19,52.0,2138.0,0.0,0.0,0.0,0,Nora Ephron,1,eng,2003.0,Vintage
6375,3.7,163,326,27,52.0,2138.0,0.0,0.0,0.0,0,Nora Ephron,1,eng,1979.0,Bantam Books
6376,4.32,456,19,6,190.0,9.0,1.0,0.0,0.0,0,Joaquin Miller,3,eng,1997.0,Urion Press
6377,4.17,448,105,6,52.0,85.0,0.0,0.0,0.0,0,Terry C. Johnston,1,eng,1991.0,St. Martin's Press
6378,3.81,209,4382,235,53.0,809.0,44.0,0.0,0.0,0,Javier Cercas,1,non-eng,2001.0,Tusquets
6379,4.02,320,1373,90,13.0,108.0,6.0,0.0,1.0,1,Phil Town,1,eng,2006.0,Crown Business
6380,0.0,285,0,0,11.0,1.0,0.0,0.0,0.0,0,John Weld,2,eng,1996.0,Fithian Press
6381,4.0,163,46,0,15.0,1.0,0.0,0.0,0.0,1,Gabrielle Ann Euvino,2,eng,2006.0,Ulysses Press
6382,3.78,148,1436,55,221.0,3472.0,0.0,0.0,0.0,1,Gordon Korman,1,eng,2003.0,Scholastic
6383,3.72,141,1858,135,221.0,3472.0,0.0,3.0,3.0,1,Gordon Korman,1,eng,2003.0,Apple Paperbacks (Scholastic)
6384,3.75,160,16,2,7.0,2.0,0.0,0.0,0.0,0,Wendy  Mitchell,2,eng,2003.0,Gamble Guides
6385,4.11,160,2041,82,221.0,3472.0,0.0,2.0,0.0,1,Gordon Korman,1,eng,2005.0,Scholastic
6386,3.99,144,3306,263,221.0,3472.0,0.0,4.0,6.0,1,Gordon Korman,1,eng,2006.0,Scholastic Books
6387,4.13,160,2499,151,221.0,3472.0,0.0,2.0,1.0,1,Gordon Korman,1,eng,2005.0,Scholastic
6388,4.05,154,4598,371,221.0,3472.0,0.0,8.0,2.0,1,Gordon Korman,1,eng,2005.0,Scholastic Inc.
6389,4.05,233,797,46,221.0,3472.0,0.0,2.0,0.0,0,Gordon Korman,1,eng,1991.0,Scholastic Paperbacks
6390,4.06,208,919,13,221.0,3472.0,0.0,1.0,0.0,1,Gordon Korman,1,eng,2000.0,Scholastic Paperbacks
6391,4.01,208,1160,42,221.0,3472.0,0.0,0.0,0.0,1,Gordon Korman,1,eng,1991.0,Scholastic
6392,3.85,137,12,2,221.0,3472.0,0.0,10.0,3.0,0,Gordon Korman,1,eng,2002.0,Turtleback Books
6394,3.71,180,12,2,221.0,3472.0,2.0,8.0,11.0,0,Gordon Korman,1,eng,2001.0,Scholastic Inc
6395,3.55,192,522,47,221.0,3472.0,1.0,1.0,3.0,0,Gordon Korman,1,eng,1991.0,Scholastic Paperbacks
6396,3.9,151,3,0,221.0,3472.0,0.0,1.0,3.0,0,Gordon Korman,1,eng,2002.0,Turtleback Books
6397,3.85,96,3561,230,221.0,3472.0,0.0,10.0,3.0,1,Gordon Korman,1,eng,2002.0,Scholastic Paperbacks
6398,3.73,188,56,8,698.0,2919.0,155.0,28.0,5.0,1,Ian Fleming,1,eng,1988.0,Coronet
6399,4.22,377,2506,48,67.0,1236.0,0.0,0.0,0.0,1,T.A. Barron,2,eng,2006.0,Philomel Books
6400,4.24,192,20,1,171.0,3632.0,0.0,0.0,1.0,0,Carolyn Brown,1,eng,2001.0,Montlake Romance
6401,4.15,300,21070,286,153.0,83400.0,6.0,2.0,0.0,1,Tamora Pierce,1,eng,2006.0,Scholastic
6402,4.21,344,44061,661,153.0,83400.0,16.0,2.0,2.0,1,Tamora Pierce,1,eng,2005.0,Simon Pulse
6403,3.93,352,36003,121,690.0,1405.0,20.0,0.0,4.0,0,Leonardo da Vinci,2,eng,2005.0,Black Dog & Leventhal
6404,3.76,640,16000,1219,444.0,2588.0,214.0,37.0,6.0,0,Doris Lessing,1,eng,1999.0,Harper Perennial Modern Classics
6405,4.29,777,330,26,39.0,1979.0,78.0,20.0,11.0,0,Douglas R. Hofstadter,1,eng,2000.0,Penguin Books
6406,4.0,40,27,4,11.0,10.0,0.0,0.0,0.0,0,Margot Theis Raven,2,eng,2002.0,Sleeping Bear Press
6407,4.19,114,965,39,172.0,347.0,1.0,0.0,1.0,1,Ron Roy,2,eng,2007.0,Random House Books for Young Readers
6408,3.97,40,179,17,303.0,1141.0,0.0,0.0,2.0,1,Bruce Coville,2,eng,1999.0,Dial Books
6409,3.79,128,54,11,65.0,1132.0,2.0,5.0,7.0,0,E.L. Konigsburg,1,eng,2007.0,Aladdin Paperbacks
6410,3.79,176,3618,223,503.0,5401.0,1.0,1.0,1.0,1,M.C. Beaton,1,eng,1995.0,Grand Central Publishing
6411,3.8,196,1549,36,28600.0,42100.0,118.0,31.0,8.0,0,William Shakespeare,3,eng,2005.0,Cambridge University Press
6412,3.71,224,33557,1280,34.0,647.0,15.0,10.0,5.0,0,Karen Cushman,1,eng,2004.0,HarperTrophy
6413,3.82,148,67,9,94.0,513.0,0.0,1.0,0.0,0,Paul Davies,1,eng,2002.0,Penguin
6414,4.15,157,3408,113,340.0,682.0,4.0,3.0,1.0,1,Megan McDonald,2,eng,2006.0,Candlewick Press (MA)
6415,4.08,176,4554,151,340.0,682.0,4.0,1.0,2.0,1,Megan McDonald,2,eng,2006.0,Candlewick Press
6416,4.07,160,93,13,340.0,682.0,6.0,3.0,6.0,1,Megan McDonald,2,eng,2005.0,Candlewick Press
6417,4.08,160,3884,132,340.0,682.0,1.0,1.0,4.0,1,Megan McDonald,2,eng,2010.0,Candlewick
6418,4.04,126,8405,309,340.0,682.0,2.0,0.0,15.0,1,Megan McDonald,2,eng,2003.0,Candlewick Press
6419,4.03,160,6077,254,340.0,682.0,2.0,5.0,1.0,1,Megan McDonald,2,eng,2004.0,Candlewick Press
6420,4.01,40,5305,166,107.0,225.0,0.0,1.0,3.0,1,Marissa Moss,1,eng,2006.0,Simon Schuster
6421,4.02,80,625,30,107.0,225.0,2.0,0.0,0.0,1,Marissa Moss,1,eng,2005.0,Simon Schuster
